filename,original_local_path,local_path,content_type,pages,association,font_families,bytes,sha256,source_url
2f5108b85fd4d2cf81ed.pdf,/assets/2f5108b85fd4d2cf81ed.pdf,/assets/documents/2f5108b85fd4d2cf81ed.pdf,application/pdf,/info,shared,,134332,13d26da892fb29ceb563cb43d664b1178276a9730705ed614ece010a47297bbf,https://www.jiaqiliu.com/_files/ugd/430132_0c8c96a57057435298d6d9eba814c136.pdf
00915920e370420b6f07.woff2,/assets/00915920e370420b6f07.woff2,/assets/fonts/00915920e370420b6f07.woff2,font/woff2,,shared,helvetica-w01-roman,36712,fcdfd6f1841b7b145fc382858a45c8342ab62abb0766db43431ab2de54253e97,https://static.parastorage.com/fonts/v2/2af1bf48-e783-4da8-9fa0-599dde29f2d5/v1/helvetica-w01-roman.woff2
02558e81e565fbe1e699.woff2,/assets/02558e81e565fbe1e699.woff2,/assets/fonts/02558e81e565fbe1e699.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,helvetica-w01-light,22492,2be90a76ac71b5abf5eb25f5a2feb93819852f99957e5b121df8ecad0190a5a5,https://static.parastorage.com/fonts/v2/8eac109b-0fa9-42bf-a305-43e471e23779/v1/helvetica-w02-light.woff2
02784fdab3c1d0e78475.woff2,/assets/02784fdab3c1d0e78475.woff2,/assets/fonts/02784fdab3c1d0e78475.woff2,font/woff2,/artist-statement,artist-statement,barlow-extralight,23456,891868103f6fa64d35447ff2c2089f5efcd8b3157ea459156c3046ff30e705ce,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v1/51v0xj5VPw1cLYHNhfd8NFtXRa8TVwTICgirnJhmVJw.woff2
050d6b3d5e9a4d99c018.woff2,/assets/050d6b3d5e9a4d99c018.woff2,/assets/fonts/050d6b3d5e9a4d99c018.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,avenir-lt-w01_35-light1475496,24560,8f0df435bfdc31c4ae406019c9d872754028b5ecb2125dc9322890f42af1a308,https://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w05_35-light.woff2
14f11a9f7dea1acccf1b.woff2,/assets/14f11a9f7dea1acccf1b.woff2,/assets/fonts/14f11a9f7dea1acccf1b.woff2,font/woff2,/artist-statement,artist-statement,barlow,4168,1234fe69b3e5119fec7d75829c67889ca439e8d64dbbb94953fee06328b8884d,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHsv4kjgoGqM7E_CfOA5WohvToJdLm8BvE.woff2
180f514cb2612eb5dadf.woff2,/assets/180f514cb2612eb5dadf.woff2,/assets/fonts/180f514cb2612eb5dadf.woff2,font/woff2,/artist-statement,artist-statement,barlow,9512,56856a3adcaba62af93a726fa54756fd78a56f1b6a2a672f7b9e7606b37ddb31,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHsv4kjgoGqM7E_CfOA5WogvToJdLm8BvE.woff2
1ef75a7989e0293f381e.woff2,/assets/1ef75a7989e0293f381e.woff2,/assets/fonts/1ef75a7989e0293f381e.woff2,font/woff2,/artist-statement,artist-statement,barlow,4004,50d83822f9ac181209a5e755b0c055da97d64c2e5532bb400988b206281ab208,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHqv4kjgoGqM7E3t-4s6Fostz0rdom9.woff2
2c9d6bb3baf447c70822.woff2,/assets/2c9d6bb3baf447c70822.woff2,/assets/fonts/2c9d6bb3baf447c70822.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,8676,4eaac5c96bd47f9fd1f09c91f0b27b5a93346ed7e94de849c835f2116cea3e1d,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiGyp8kv8JHgFVrJJLucHtAOvWDSA.woff2
2e7b8b2962b57173d737.woff2,/assets/2e7b8b2962b57173d737.woff2,/assets/fonts/2e7b8b2962b57173d737.woff2,font/woff2,/artist-statement,artist-statement,barlow,8872,ca1544de9ac527c5a0d87547198c9bac69dbea17a48c569ab71609ecfb9727c9,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHqv4kjgoGqM7E3t-4s6Vostz0rdom9.woff2
2fca2a872bd9a9a23e17.woff2,/assets/2fca2a872bd9a9a23e17.woff2,/assets/fonts/2fca2a872bd9a9a23e17.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,5388,44f348aca6a78096d424a5130c3ec1d946529d27011db274e49153f9d750d163,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1JlFd2JQEl8qw.woff2
328d7eb6d22b62994beb.woff2,/assets/328d7eb6d22b62994beb.woff2,/assets/fonts/328d7eb6d22b62994beb.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,din-next-w01-light,20988,6156303f614ae366b8b64bcd9d5bae47e24fee316244d6dcd3e85f02d8bdfe7f,https://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w01-light.woff2
3a94f23599ecc7df4bb0.woff2,/assets/3a94f23599ecc7df4bb0.woff2,/assets/fonts/3a94f23599ecc7df4bb0.woff2,font/woff2,/01001001-00100000-01000100-01001111; /dear-water; /pointillism; /song-of-a-lonely-bird-a-re-creation; /the-clock,shared,proxima-n-w01-reg,82024,5185daf236a2f25ecc182bbe3dee5a66f42d8ed6a4d4e065cc0feec9a6ace90d,https://static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w05-reg.woff2
3b65a5ce1aca8f84a75b.woff2,/assets/3b65a5ce1aca8f84a75b.woff2,/assets/fonts/3b65a5ce1aca8f84a75b.woff2,font/woff2,/artist-statement,artist-statement,barlow,8680,9dbec428d41b8778d42e265394be2ceeb8f240265aa5c82d85f1660126331d1b,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHpv4kjgoGqM7E_Ass5ynghnQci.woff2
3bf4f8385bc1f59db145.woff2,/assets/3bf4f8385bc1f59db145.woff2,/assets/fonts/3bf4f8385bc1f59db145.woff2,font/woff2,,shared,helvetica-w01-roman,24252,820c74a4b2ebb9eee9eda0560fc94e3d9ff8520b36e47d99269d89a6288603f6,https://static.parastorage.com/fonts/v2/2af1bf48-e783-4da8-9fa0-599dde29f2d5/v1/helvetica-lt-w10-roman.woff2
417b2774430e2357d828.woff2,/assets/417b2774430e2357d828.woff2,/assets/fonts/417b2774430e2357d828.woff2,font/woff2,/artist-statement,artist-statement,barlow,4108,00c00c122e6d9a316de2d0aef749347e1b92b7c978253146f667afee329871fa,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHrv4kjgoGqM7E_Cfs0wH8DnzcjTrA.woff2
4459fda0f363dd7c45f9.woff2,/assets/4459fda0f363dd7c45f9.woff2,/assets/fonts/4459fda0f363dd7c45f9.woff2,font/woff2,/ads-named-desire; /aesthetics-under-the-microscope; /breathe; /dear-water; /maslows-hierarchy-of-needs; /mirage; /song-of-a-lonely-bird; /the-clock,shared,helvetica-w01-bold,28648,22c148080695837bcba284e8069146bd93e94aaa8e8ec4cbe43e0cfe8224527e,https://static.parastorage.com/fonts/v2/2f12de04-5ca4-4ada-9e66-a958673b12b5/v1/helvetica-w01-bold.woff2
46ddeb66edf625fa4f1d.woff2,/assets/46ddeb66edf625fa4f1d.woff2,/assets/fonts/46ddeb66edf625fa4f1d.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,5532,ae72a2e827d27f81fd78a0c40dc93fd4c2b85fde419e308f1b387aaa208dad22,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJnecnFHGPezSQ.woff2
48dfb838aaeb6cf2a5e4.woff2,/assets/48dfb838aaeb6cf2a5e4.woff2,/assets/fonts/48dfb838aaeb6cf2a5e4.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,7848,197a3cbd7290c242c5c765268cdd69a9a39867fdc80cd13071f243a81c56fb76,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiByp8kv8JHgFVrLCz7Z1xlFd2JQEk.woff2
4fd1215436dc32f740ac.woff2,/assets/4fd1215436dc32f740ac.woff2,/assets/fonts/4fd1215436dc32f740ac.woff2,font/woff2,/ads-named-desire; /aesthetics-under-the-microscope; /breathe; /dear-water; /maslows-hierarchy-of-needs; /mirage; /song-of-a-lonely-bird; /the-clock,shared,helvetica-w01-bold,23396,a6305695d13a88b1cadf73234625cbc31445e28d9e6e390544cedd2365030341,https://static.parastorage.com/fonts/v2/2f12de04-5ca4-4ada-9e66-a958673b12b5/v1/helvetica-lt-w10-bold.woff2
535c8061da3d2052ad68.woff2,/assets/535c8061da3d2052ad68.woff2,/assets/fonts/535c8061da3d2052ad68.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins-semibold,10504,f5decc210dbe7320771b5ddf86e95be8c6d74d09ac53ab756d4bebcca49c5d3f,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v5/aDjpMND83pDErGXlVEr-Sfk_vArhqVIZ0nv9q090hN8.woff2
5582a9e94d609daf29cc.woff2,/assets/5582a9e94d609daf29cc.woff2,/assets/fonts/5582a9e94d609daf29cc.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,avenir-lt-w01_35-light1475496,17216,0ddce0e617794fd30b60e5c829fe12b9d7eeba14e561e7d89da5fcaf2fe900c3,https://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w01_35-light1475496.woff2
5b2e517c96843c61f148.woff2,/assets/5b2e517c96843c61f148.woff2,/assets/fonts/5b2e517c96843c61f148.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,avenir-lt-w01_85-heavy1475544,17176,9c9224b0743c9ae4c456fdb5a45303c1110253b1a88f6d143cedf2b4acb9032e,https://static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w01_85-heavy1475544.woff2
5dace36dc35c905c9e1f.woff2,/assets/5dace36dc35c905c9e1f.woff2,/assets/fonts/5dace36dc35c905c9e1f.woff2,font/woff2,/artist-statement,artist-statement,barlow,9488,8971d546d80b4baa74975fc3714903bcc800987e13c487bed0c872b779f276a7,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHrv4kjgoGqM7E_Cfs1wH8DnzcjTrA.woff2
6ae607e43a2fa098d7a2.woff2,/assets/6ae607e43a2fa098d7a2.woff2,/assets/fonts/6ae607e43a2fa098d7a2.woff2,font/woff2,/artist-statement,artist-statement,barlow,16444,8f992a5b60ef51fb7106e08e693251ab7d00f693f131485f9764d79af37ee3eb,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHsv4kjgoGqM7E_CfOA5WouvToJdLm8.woff2
6ea004fe8b3493b10cd2.woff2,/assets/6ea004fe8b3493b10cd2.woff2,/assets/fonts/6ea004fe8b3493b10cd2.woff2,font/woff2,/artist-statement,artist-statement,barlow,14784,cb474dc9b3e75c8ec335bab847cb29ec7e89da057ad068abdb99da4585366c8c,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHqv4kjgoGqM7E3t-4s51ostz0rdg.woff2
7001cafef9b9ce627a98.woff2,/assets/7001cafef9b9ce627a98.woff2,/assets/fonts/7001cafef9b9ce627a98.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,din-next-w01-light,37024,ebfb2353b529b5a4ff2920ea70d2ebc5ffd06402c1eb76f9fe2f055d9f679235,https://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w02-light.woff2
78891389d8a13ce9cfbf.woff2,/assets/78891389d8a13ce9cfbf.woff2,/assets/fonts/78891389d8a13ce9cfbf.woff2,font/woff2,/artist-statement,artist-statement,barlow,14736,60cdff1621cd9803c61b2c7d010adcb8094f41fcab2da420f99dead9c097395f,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHpv4kjgoGqM7E_DMs5ynghnQ.woff2
7895fc9f4725ea8fd43f.woff2,/assets/7895fc9f4725ea8fd43f.woff2,/assets/fonts/7895fc9f4725ea8fd43f.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,avenir-lt-w01_85-heavy1475544,26744,60a711365e42e9442527a5a8d08ab37ad5da6144eb67cb13de8baaf5ba7e1f9e,https://static.parastorage.com/fonts/v2/74290729-59ae-4129-87d0-2eec3974dce1/v1/avenir-lt-w05_85-heavy.woff2
7972bb30901c2b9a476a.woff2,/assets/7972bb30901c2b9a476a.woff2,/assets/fonts/7972bb30901c2b9a476a.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,helvetica-w01-light,17348,f0e5c2783ecd83f6495064730d26fefd8eba34f24c550210a7452961a3117dc7,https://static.parastorage.com/fonts/v2/8eac109b-0fa9-42bf-a305-43e471e23779/v1/helvetica-w01-light.woff2
7fe933283ba25bf8cab7.woff2,/assets/7fe933283ba25bf8cab7.woff2,/assets/fonts/7fe933283ba25bf8cab7.woff2,font/woff2,/ads-named-desire; /aesthetics-under-the-microscope; /breathe; /dear-water; /maslows-hierarchy-of-needs; /mirage; /song-of-a-lonely-bird; /the-clock,shared,helvetica-w01-bold,35596,c74f9e1c7455e9acb2463ac23e80f8109f296e0d512d0e57b4e2bf080c3a25f5,https://static.parastorage.com/fonts/v2/2f12de04-5ca4-4ada-9e66-a958673b12b5/v1/helvetica-w02-bold.woff2
80bd3fa1b0177a6c46d4.woff2,/assets/80bd3fa1b0177a6c46d4.woff2,/assets/fonts/80bd3fa1b0177a6c46d4.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,7900,3dc5d0c52428fe1696264907a1054ebbaac07f8cbe45832c105f819c2ae397c0,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiEyp8kv8JHgFVrJJfecnFHGPc.woff2
8664b122f38cddf7ebe7.woff2,/assets/8664b122f38cddf7ebe7.woff2,/assets/fonts/8664b122f38cddf7ebe7.woff2,font/woff2,/artist-statement,artist-statement,barlow,16636,77e9a150799a0f9f011af773faf513cd632c3f325ccddfd6c69c1478c924d217,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v12/7cHrv4kjgoGqM7E_Cfs7wH8Dnzcj.woff2
9252183be1d488af8243.woff2,/assets/9252183be1d488af8243.woff2,/assets/fonts/9252183be1d488af8243.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,din-next-w01-light,15504,3bd3fee65e14af4c8c1bb0d129fab577a907fbc5086e041fdd05199c1a5f4d23,https://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w10-light.woff2
99fba282244ecb8b5de6.woff2,/assets/99fba282244ecb8b5de6.woff2,/assets/fonts/99fba282244ecb8b5de6.woff2,font/woff2,/01001001-00100000-01000100-01001111; /dear-water; /pointillism; /song-of-a-lonely-bird-a-re-creation; /the-clock,shared,proxima-n-w01-reg,23088,5571fff42dc7e301a496d7affcc5305688037d897a6a4cbad6a3de042e384717,https://static.parastorage.com/fonts/v2/c24fcada-6239-48bc-8b88-9288338191c9/v1/proxima-n-w01-reg.woff2
a3032db73efb4e1701b0.woff2,/assets/a3032db73efb4e1701b0.woff2,/assets/fonts/a3032db73efb4e1701b0.woff2,font/woff2,/artist-statement,artist-statement,barlow-extralight,25972,7dd7aabbdd45c0702b887d2f52759298a530117f66dbfd4f7a0cfaa97aecab6b,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/barlow/v1/cdbGxfKO8gdkBd5U5TuXqPesZW2xOQ-xsNqO47m55DA.woff2
a3df2fb40c6be271b315.woff2,/assets/a3df2fb40c6be271b315.woff2,/assets/fonts/a3df2fb40c6be271b315.woff2,font/woff2,/; /01001001-00100000-01000100-01001111; /ads-named-desire; /aesthetics-under-the-microscope; /artist-statement; /breathe; /dear-water; /fullscreen-page; /info; /maslows-hierarchy-of-needs; /mirage; /on-the-avant-garde-responses-and-how-an-artwork-can-stand-out; /on-the-distinctions-between-ai-works-and-art-works; /peace-and-peace; /pointillism; /projects; /random-thoughts; /song-of-a-lonely-bird; /song-of-a-lonely-bird-a-re-creation; /texts; /the-clock,shared,poppins,5824,36b9a194bedbaa4f6d47a076423812a8746f135f779badb89e5bca8a973e8bdf,https://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/poppins/v21/pxiDyp8kv8JHgFVrJJLmy15VGdeOYktMqlap.woff2
